symbol,confidence,contractions_count,base_length_days,volume_trend,breakout_detected,breakout_date,breakout_price,pullback_range_min,pullback_range_max,notes
ILMN,1.0,3,51,stable,True,2025-09-15,100.92,5.9,16.9,3 contractions detected; Pullback range: 5.9% - 16.9%; Volume trend: stable; Price near recent highs; Breakout detected with volume confirmation; Confidence: 1.00
HSY,1.0,3,48,stable,True,2025-09-16,193.45,3.8,12.6,3 contractions detected; Pullback range: 3.8% - 12.6%; Volume trend: stable; Price near recent highs; Breakout detected with volume confirmation; Confidence: 1.00
PLD,1.0,3,63,stable,True,2025-09-11,113.81,3.2,7.7,3 contractions detected; Pullback range: 3.2% - 7.7%; Volume trend: stable; Price near recent highs; Breakout detected with volume confirmation; Confidence: 1.00
WFC,0.95,2,34,decreasing,True,2025-09-11,81.25,3.9,10.2,2 contractions detected; Pullback range: 3.9% - 10.2%; Volume trend: decreasing; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.95
CDNS,0.9,3,40,stable,True,2025-09-18,364.88,4.2,8.4,3 contractions detected; Pullback range: 4.2% - 8.4%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.90
BIIB,0.9,3,43,stable,True,2025-09-11,148.84,5.6,8.0,3 contractions detected; Pullback range: 5.6% - 8.0%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.90
MMM,0.9,3,56,stable,True,2025-09-11,159.47,5.1,12.1,3 contractions detected; Pullback range: 5.1% - 12.1%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.90
ETN,0.9,2,31,stable,True,2025-09-12,365.9,7.1,11.7,2 contractions detected; Pullback range: 7.1% - 11.7%; Volume trend: stable; Price near recent highs; Breakout detected with volume confirmation; Confidence: 0.90
FOXA,0.9,2,34,stable,True,2025-09-19,60.62,4.8,8.5,2 contractions detected; Pullback range: 4.8% - 8.5%; Volume trend: stable; Price near recent highs; Breakout detected with volume confirmation; Confidence: 0.90
O,0.9,3,63,stable,True,2025-09-11,60.16,3.8,4.5,3 contractions detected; Pullback range: 3.8% - 4.5%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.90
AAPL,0.8,2,46,stable,True,2025-09-15,236.7,4.8,6.6,2 contractions detected; Pullback range: 4.8% - 6.6%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
TSLA,0.8,2,37,stable,True,2025-09-11,368.81,9.9,11.9,2 contractions detected; Pullback range: 9.9% - 11.9%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
NOW,0.8,2,35,stable,True,2025-09-11,938.28,5.1,20.1,2 contractions detected; Pullback range: 5.1% - 20.1%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
TMO,0.8,2,38,decreasing,False,,,6.1,8.6,2 contractions detected; Pullback range: 6.1% - 8.6%; Volume trend: decreasing; Price near recent highs; Confidence: 0.80
REGN,0.8,3,39,stable,True,2025-09-17,585.5,5.8,6.9,3 contractions detected; Pullback range: 5.8% - 6.9%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
COF,0.8,2,54,stable,True,2025-09-18,229.74,4.4,12.4,2 contractions detected; Pullback range: 4.4% - 12.4%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
TFC,0.8,2,43,stable,True,2025-09-11,45.3,3.0,9.0,2 contractions detected; Pullback range: 3.0% - 9.0%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
BK,0.8,2,30,stable,True,2025-09-11,105.6,4.6,4.6,2 contractions detected; Pullback range: 4.6% - 4.6%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
TRV,0.8,2,56,stable,True,2025-09-11,279.43,3.7,5.2,2 contractions detected; Pullback range: 3.7% - 5.2%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
CB,0.8,2,51,stable,True,2025-09-11,282.89,3.9,5.5,2 contractions detected; Pullback range: 3.9% - 5.5%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
RL,0.8,2,37,stable,True,2025-09-11,316.35,6.8,10.9,2 contractions detected; Pullback range: 6.8% - 10.9%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
XOM,0.8,2,53,stable,True,2025-09-11,112.14,6.6,7.3,2 contractions detected; Pullback range: 6.6% - 7.3%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
PSX,0.8,2,42,stable,True,2025-09-24,136.59,3.5,8.1,2 contractions detected; Pullback range: 3.5% - 8.1%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
XEL,0.8,4,54,increasing,True,2025-09-12,72.78,2.6,7.3,4 contractions detected; Pullback range: 2.6% - 7.3%; Volume trend: increasing; Price near recent highs; Breakout detected with volume confirmation; Confidence: 0.80
EMR,0.8,2,44,stable,True,2025-09-11,137.47,4.8,17.7,2 contractions detected; Pullback range: 4.8% - 17.7%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
GD,0.8,4,60,stable,True,2025-09-11,329.62,2.2,5.1,4 contractions detected; Pullback range: 2.2% - 5.1%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
LHX,0.8,2,29,stable,True,2025-09-11,280.63,4.7,6.1,2 contractions detected; Pullback range: 4.7% - 6.1%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
ZM,0.8,2,47,stable,True,2025-09-11,84.75,6.3,9.7,2 contractions detected; Pullback range: 6.3% - 9.7%; Volume trend: stable; Price near recent highs; Breakout detected without volume confirmation; Confidence: 0.80
MRK,0.75,3,48,stable,False,,,3.5,10.0,3 contractions detected; Pullback range: 3.5% - 10.0%; Volume trend: stable; Price near recent highs; Confidence: 0.75
BMY,0.75,3,49,stable,False,,,5.5,12.8,3 contractions detected; Pullback range: 5.5% - 12.8%; Volume trend: stable; Price near recent highs; Confidence: 0.75
IQV,0.75,3,55,stable,False,,,4.6,14.7,3 contractions detected; Pullback range: 4.6% - 14.7%; Volume trend: stable; Price near recent highs; Confidence: 0.75
PG,0.75,3,55,stable,False,,,2.9,5.7,3 contractions detected; Pullback range: 2.9% - 5.7%; Volume trend: stable; Price near recent highs; Confidence: 0.75
ITW,0.75,4,55,stable,False,,,2.8,5.4,4 contractions detected; Pullback range: 2.8% - 5.4%; Volume trend: stable; Price near recent highs; Confidence: 0.75
PH,0.75,3,45,stable,False,,,4.2,7.2,3 contractions detected; Pullback range: 4.2% - 7.2%; Volume trend: stable; Price near recent highs; Confidence: 0.75
CVX,0.7,2,50,decreasing,False,,,4.7,5.5,2 contractions detected; Pullback range: 4.7% - 5.5%; Volume trend: decreasing; Price near recent highs; Confidence: 0.70
NSC,0.7,2,29,increasing,True,2025-09-22,290.55,4.9,5.7,2 contractions detected; Pullback range: 4.9% - 5.7%; Volume trend: increasing; Price near recent highs; Breakout detected with volume confirmation; Confidence: 0.70
AMZN,0.65,2,40,stable,False,,,5.8,10.6,2 contractions detected; Pullback range: 5.8% - 10.6%; Volume trend: stable; Price near recent highs; Confidence: 0.65
JNJ,0.65,2,43,stable,False,,,2.9,3.4,2 contractions detected; Pullback range: 2.9% - 3.4%; Volume trend: stable; Price near recent highs; Confidence: 0.65
ISRG,0.65,2,48,stable,False,,,10.8,12.5,2 contractions detected; Pullback range: 10.8% - 12.5%; Volume trend: stable; Price near recent highs; Confidence: 0.65
SYK,0.65,2,43,stable,False,,,2.8,8.0,2 contractions detected; Pullback range: 2.8% - 8.0%; Volume trend: stable; Price near recent highs; Confidence: 0.65
EW,0.65,2,40,stable,False,,,2.7,8.3,2 contractions detected; Pullback range: 2.7% - 8.3%; Volume trend: stable; Price near recent highs; Confidence: 0.65
A,0.65,2,55,stable,False,,,6.0,9.4,2 contractions detected; Pullback range: 6.0% - 9.4%; Volume trend: stable; Price near recent highs; Confidence: 0.65
V,0.65,2,50,stable,False,,,5.6,8.3,2 contractions detected; Pullback range: 5.6% - 8.3%; Volume trend: stable; Price near recent highs; Confidence: 0.65
MA,0.65,2,36,stable,False,,,3.8,4.4,2 contractions detected; Pullback range: 3.8% - 4.4%; Volume trend: stable; Price near recent highs; Confidence: 0.65
SCHW,0.65,2,37,stable,False,,,5.2,5.4,2 contractions detected; Pullback range: 5.2% - 5.4%; Volume trend: stable; Price near recent highs; Confidence: 0.65
PEP,0.65,2,41,stable,False,,,5.7,6.4,2 contractions detected; Pullback range: 5.7% - 6.4%; Volume trend: stable; Price near recent highs; Confidence: 0.65
DIS,0.65,2,43,stable,False,,,3.2,9.6,2 contractions detected; Pullback range: 3.2% - 9.6%; Volume trend: stable; Price near recent highs; Confidence: 0.65
SBUX,0.65,2,34,stable,False,,,9.2,13.6,2 contractions detected; Pullback range: 9.2% - 13.6%; Volume trend: stable; Price near recent highs; Confidence: 0.65
CL,0.65,2,43,stable,False,,,6.0,7.6,2 contractions detected; Pullback range: 6.0% - 7.6%; Volume trend: stable; Price near recent highs; Confidence: 0.65
COP,0.65,2,35,stable,False,,,3.4,7.0,2 contractions detected; Pullback range: 3.4% - 7.0%; Volume trend: stable; Price near recent highs; Confidence: 0.65
EOG,0.65,2,49,stable,False,,,8.0,8.0,2 contractions detected; Pullback range: 8.0% - 8.0%; Volume trend: stable; Price near recent highs; Confidence: 0.65
SLB,0.65,3,60,increasing,False,,,6.0,13.1,3 contractions detected; Pullback range: 6.0% - 13.1%; Volume trend: increasing; Price near recent highs; Confidence: 0.65
OXY,0.65,4,68,stable,False,,,3.7,9.5,4 contractions detected; Pullback range: 3.7% - 9.5%; Volume trend: stable; Price near recent highs; Confidence: 0.65
NEE,0.65,2,51,stable,False,,,9.9,11.2,2 contractions detected; Pullback range: 9.9% - 11.2%; Volume trend: stable; Price near recent highs; Confidence: 0.65
DUK,0.65,3,52,stable,False,,,3.7,4.9,3 contractions detected; Pullback range: 3.7% - 4.9%; Volume trend: stable; Price near recent highs; Confidence: 0.65
RSG,0.65,4,52,stable,False,,,2.8,6.9,4 contractions detected; Pullback range: 2.8% - 6.9%; Volume trend: stable; Price near recent highs; Confidence: 0.65
VZ,0.65,4,57,stable,False,,,3.0,4.9,4 contractions detected; Pullback range: 3.0% - 4.9%; Volume trend: stable; Price near recent highs; Confidence: 0.65
TMUS,0.65,2,40,stable,False,,,4.7,6.4,2 contractions detected; Pullback range: 4.7% - 6.4%; Volume trend: stable; Price near recent highs; Confidence: 0.65
PSA,0.65,3,37,stable,False,,,2.6,7.7,3 contractions detected; Pullback range: 2.6% - 7.7%; Volume trend: stable; Price near recent highs; Confidence: 0.65
ACN,0.65,2,41,stable,False,,,3.9,18.7,2 contractions detected; Pullback range: 3.9% - 18.7%; Volume trend: stable; Price near recent highs; Confidence: 0.65
APD,0.65,2,51,stable,False,,,5.8,7.4,2 contractions detected; Pullback range: 5.8% - 7.4%; Volume trend: stable; Price near recent highs; Confidence: 0.65
LIN,0.65,2,51,stable,False,,,3.8,5.7,2 contractions detected; Pullback range: 3.8% - 5.7%; Volume trend: stable; Price near recent highs; Confidence: 0.65
PPG,0.65,2,49,stable,False,,,6.3,12.4,2 contractions detected; Pullback range: 6.3% - 12.4%; Volume trend: stable; Price near recent highs; Confidence: 0.65
PYPL,0.65,2,32,stable,False,,,5.4,16.3,2 contractions detected; Pullback range: 5.4% - 16.3%; Volume trend: stable; Price near recent highs; Confidence: 0.65
AMD,0.55,2,28,stable,False,,,13.5,15.2,2 contractions detected; Pullback range: 13.5% - 15.2%; Volume trend: stable; Price near recent highs; Confidence: 0.55
GILD,0.55,2,48,stable,False,,,7.7,8.7,2 contractions detected; Pullback range: 7.7% - 8.7%; Volume trend: stable; Price near recent highs; Confidence: 0.55
VRTX,0.55,2,43,increasing,False,,,4.9,24.5,2 contractions detected; Pullback range: 4.9% - 24.5%; Volume trend: increasing; Price near recent highs; Confidence: 0.55
MET,0.55,2,38,increasing,False,,,4.4,8.0,2 contractions detected; Pullback range: 4.4% - 8.0%; Volume trend: increasing; Price near recent highs; Confidence: 0.55
UPS,0.55,2,54,increasing,False,,,8.2,19.1,2 contractions detected; Pullback range: 8.2% - 19.1%; Volume trend: increasing; Price near recent highs; Confidence: 0.55
CMCSA,0.55,2,42,increasing,False,,,3.3,13.9,2 contractions detected; Pullback range: 3.3% - 13.9%; Volume trend: increasing; Price near recent highs; Confidence: 0.55
CCI,0.55,2,55,increasing,False,,,12.7,13.8,2 contractions detected; Pullback range: 12.7% - 13.8%; Volume trend: increasing; Price near recent highs; Confidence: 0.55
